0.0,1.0,1.0,3.0,805.0
1.0,1.0,1.0,3.0,62.0
0.0,0.0,1.0,3.0,350.0
1.0,0.0,1.0,3.0,66.0
0.0,1.0,0.0,4.0,512.0
1.0,1.0,0.0,4.0,178.0
0.0,0.0,0.0,4.0,483.0
1.0,0.0,0.0,4.0,176.0
0.0,1.0,1.0,4.0,944.0
1.0,1.0,1.0,4.0,62.0
0.0,0.0,1.0,4.0,384.0
1.0,0.0,1.0,4.0,28.0
0.0,1.0,0.0,5.0,453.0
1.0,1.0,0.0,5.0,163.0
0.0,0.0,0.0,5.0,449.0
1.0,0.0,0.0,5.0,119.0
0.0,1.0,1.0,5.0,797.0
1.0,1.0,1.0,5.0,70.0
0.0,0.0,1.0,5.0,340.0
1.0,0.0,1.0,5.0,36.0
0.0,1.0,0.0,1.0,464.0
1.0,1.0,0.0,1.0,138.0
0.0,0.0,0.0,1.0,399.0
1.0,0.0,0.0,1.0,142.0
0.0,1.0,1.0,1.0,577.0
1.0,1.0,1.0,1.0,72.0
0.0,0.0,1.0,1.0,218.0
1.0,0.0,1.0,1.0,32.0
0.0,1.0,0.0,2.0,1112.0
1.0,1.0,0.0,2.0,369.0
0.0,0.0,0.0,2.0,986.0
1.0,0.0,0.0,2.0,389.0
0.0,1.0,1.0,2.0,541.0
1.0,1.0,1.0,2.0,121.0
0.0,0.0,1.0,2.0,220.0
1.0,0.0,1.0,2.0,59.0
