1.036521524524273508e-03,1.853582890101045377e-01,5.966734469891270543e-01,1.036187873754457287e-03
1.209022067859734199e-02,3.948771046678210550e-01,8.429732930710765945e-03,7.718738617552714856e-03
5.557943574265834102e-02,5.424249358308352864e-01,1.661014708766057066e-03,2.902297146278758934e-03
9.139575287055373004e-03,3.916684695746202483e+00,4.155630151851745224e-01,8.414726000035562675e-03
1.621103169996256782e-02,8.389066785917744795e+00,3.469382888822454894e-03,4.032721644480426778e-04
2.755250679839178329e-03,2.354499823716115769e-01,2.344251412172124738e+00,2.754488431394474645e-03
5.667825706421446112e-03,2.784128484823586103e+00,4.651844236135035601e-03,1.290431745336785433e-03
2.869397727287697174e-03,6.819390418548875843e+00,2.111814232078458309e-01,2.626072414489270725e-03
1.097371764830984116e-03,9.361735778120209517e+00,2.295997280208932588e-03,2.004536631340979129e-04
5.826006875607284488e-03,1.249167676226217299e-01,8.479328369314542257e+00,5.825506882524255324e-03
9.649339772339955712e-03,5.710229626925999113e+00,5.949957637331879656e-01,8.831493890431307836e-03
2.671639089401389028e-03,9.235154196431022422e-01,6.321537924861661217e+00,2.670596753949423634e-03
1.192060380282233996e-02,3.392238704314756159e+00,4.206481528469418162e-03,1.123191979079363970e-03
8.152704528334132894e-02,4.456602087776619925e+00,7.882354403935763365e+00,7.793468102420779420e-02
2.551639399491685035e-03,2.219275811189476699e-01,1.250000471434816558e-03,1.756089975032075435e-03
3.846256041033100682e-03,1.044859945757653952e+00,4.350255239747342628e+00,3.842706119892024680e-03
1.932322110846278976e-03,4.890763164684708841e-01,1.181628885846901754e-02,1.789222208606064315e-03
2.951726612737411853e-02,9.065917319364888982e-01,2.763730617578202153e+00,2.923420291425585585e-02
2.454235274871718539e-02,6.146379600260866161e-01,3.145828941365542281e-02,1.658812813512740986e-02
8.950302444552167558e-02,4.861346642608863067e-01,8.945029568587711810e-03,1.526258260414897934e-02
2.396777863003646519e-03,7.485927220780149716e-01,1.040053199559656028e+00,2.392650268231183864e-03
1.406062808507628839e-02,1.486727383333661168e+00,1.019892950560726680e-02,4.610558486037296191e-03
1.461107197427323999e-02,2.409462506582493724e+00,2.577801047842361859e-01,1.285541751826909523e-02
2.396295589885447021e-03,1.774291806680918793e-01,9.517962745355977860e-01,2.395225629089909030e-03
4.626794014523763487e-02,3.138875380782605307e-01,4.396897799220018943e-02,3.478009382730447990e-02
3.526322087148061474e-03,2.358682104662216950e-01,4.405348472208497235e+00,3.525656429217819982e-03
3.145160925690914256e-03,7.251144328694245189e+00,5.187302403052265198e-01,3.012707024435424489e-03
2.628352726499447525e-02,6.638343895755714819e+00,5.665630927876504075e-02,6.442663635289452503e-03
1.212480702290229945e-02,1.272924663927456623e-01,6.996550978566119516e-01,1.209811930755837553e-02
5.546730235401489684e-02,4.528245605349903169e-01,3.515701663477873579e-02,3.235334855186746544e-02
7.317116322769317595e-03,3.160317445633983091e+00,1.769180805204995099e-02,3.171607328959854914e-03
7.021218231334691931e-03,7.323029761588831121e+00,1.223161951041923518e-01,4.943273649752602181e-03
1.045789523140489181e-02,1.369747410041389335e+00,5.624678693635608573e-01,1.019817282185477882e-02
1.106445163911988841e-02,8.924145567163828119e+00,8.592564615979855214e-01,9.924038589491136070e-03
4.011035034161837889e-03,1.107102493878046462e-01,2.760145519717403406e+00,4.010389827422656053e-03
3.361526621178095864e-02,2.103709778319009960e+00,1.278509678338471747e-02,5.146884472973537947e-03
1.985861909455140760e-03,1.011245196366226784e+00,5.104709244490623021e+00,1.985080978326133824e-03
6.678907139497847201e-02,7.527782580749726726e+00,3.879369635472323274e+00,5.912620403802124752e-02
2.178271807765432954e-03,8.841404150571533505e-01,1.429197320427657292e-01,2.149309045007729169e-03
1.134087392318368706e-02,6.882154038147841879e-01,8.714844261759797206e+00,1.133072619032832011e-02
3.096756961348785114e-02,3.312190450061512359e-01,1.033090146964264246e-02,1.553932789422808602e-02
6.164978049570906532e-02,4.197565460887145439e-01,8.989215342784421026e+00,6.147281429626699767e-02
7.254681925269604315e-02,5.230951320500438761e+00,1.150203274062537888e-03,2.192197089078472901e-04
1.292249080036053308e-02,1.336659475995422452e+00,1.267157402095163681e-03,8.832102233601646151e-04
