2,164,99.8000030517578,176.600006103516,66.1999969482422,54.2999992370605,2337,109,3.19000005722046,3.40000009536743,10,102,5500,24,30,13950
2,164,99.4000015258789,176.600006103516,66.4000015258789,54.2999992370605,2824,136,3.19000005722046,3.40000009536743,8,115,5500,18,22,17450
1,158,105.800003051758,192.699996948242,71.4000015258789,55.7000007629395,2844,136,3.19000005722046,3.40000009536743,8.5,110,5500,19,25,17710
1,158,105.800003051758,192.699996948242,71.4000015258789,55.9000015258789,3086,131,3.13000011444092,3.40000009536743,8.30000019073486,140,5500,17,20,23875
2,192,101.199996948242,176.800003051758,64.8000030517578,54.2999992370605,2395,108,3.5,2.79999995231628,8.80000019073486,101,5800,23,29,16430
0,192,101.199996948242,176.800003051758,64.8000030517578,54.2999992370605,2395,108,3.5,2.79999995231628,8.80000019073486,101,5800,23,29,16925
0,188,101.199996948242,176.800003051758,64.8000030517578,54.2999992370605,2710,164,3.30999994277954,3.19000005722046,9,121,4250,21,28,20970
0,188,101.199996948242,176.800003051758,64.8000030517578,54.2999992370605,2765,164,3.30999994277954,3.19000005722046,9,121,4250,21,28,21105
2,121,88.4000015258789,141.100006103516,60.2999992370606,53.2000007629395,1488,61,2.91000008583069,3.02999997138977,9.5,48,5100,47,53,5151
1,98,94.5,155.899993896484,63.5999984741211,52,1874,90,3.02999997138977,3.10999989509583,9.60000038146973,70,5400,38,43,6295
0,81,94.5,158.800003051758,63.5999984741211,52,1909,90,3.02999997138977,3.10999989509583,9.60000038146973,70,5400,38,43,6575
1,118,93.6999969482422,157.300003051758,63.7999992370605,50.7999992370606,1876,90,2.97000002861023,3.23000001907349,9.40999984741211,68,5500,37,41,5572
1,118,93.6999969482422,157.300003051758,63.7999992370605,50.7999992370606,1876,90,2.97000002861023,3.23000001907349,9.39999961853027,68,5500,31,38,6377
1,118,93.6999969482422,157.300003051758,63.7999992370605,50.7999992370606,2128,98,3.02999997138977,3.39000010490417,7.59999990463257,102,5500,24,30,7957
1,148,93.6999969482422,157.300003051758,63.7999992370605,50.5999984741211,1967,90,2.97000002861023,3.23000001907349,9.39999961853027,68,5500,31,38,6229
1,148,93.6999969482422,157.300003051758,63.7999992370605,50.5999984741211,1989,90,2.97000002861023,3.23000001907349,9.39999961853027,68,5500,31,38,6692
1,148,93.6999969482422,157.300003051758,63.7999992370605,50.5999984741211,1989,90,2.97000002861023,3.23000001907349,9.39999961853027,68,5500,31,38,7609
-1,110,103.300003051758,174.600006103516,64.5999984741211,59.7999992370606,2535,122,3.33999991416931,3.46000003814697,8.5,88,5000,24,30,8921
3,145,95.9000015258789,173.199996948242,66.3000030517578,50.2000007629395,2811,156,3.59999990463257,3.90000009536743,7,145,5000,19,24,12964
2,137,86.5999984741211,144.600006103516,63.9000015258789,50.7999992370606,1713,92,2.91000008583069,3.41000008583069,9.60000038146973,58,4800,49,54,6479
2,137,86.5999984741211,144.600006103516,63.9000015258789,50.7999992370606,1819,92,2.91000008583069,3.41000008583069,9.19999980926514,76,6000,31,38,6855
1,101,93.6999969482422,150,64,52.5999984741211,1837,79,2.91000008583069,3.0699999332428,10.1000003814697,60,5500,38,42,5399
1,101,93.6999969482422,150,64,52.5999984741211,1940,92,2.91000008583069,3.41000008583069,9.19999980926514,76,6000,30,34,6529
1,101,93.6999969482422,150,64,52.5999984741211,1956,92,2.91000008583069,3.41000008583069,9.19999980926514,76,6000,30,34,7129
0,110,96.5,163.399993896484,64,54.5,2010,92,2.91000008583069,3.41000008583069,9.19999980926514,76,6000,30,34,7295
0,78,96.5,157.100006103516,63.9000015258789,58.2999992370606,2024,92,2.92000007629395,3.41000008583069,9.19999980926514,76,6000,30,34,7295
0,106,96.5,167.5,65.1999969482422,53.2999992370606,2236,110,3.15000009536743,3.57999992370605,9,86,5800,27,33,7895
0,106,96.5,167.5,65.1999969482422,53.2999992370606,2289,110,3.15000009536743,3.57999992370605,9,86,5800,27,33,9095
0,85,96.5,175.399993896484,65.1999969482422,54.0999984741211,2304,110,3.15000009536743,3.57999992370605,9,86,5800,27,33,8845
0,85,96.5,175.399993896484,62.5,54.0999984741211,2372,110,3.15000009536743,3.57999992370605,9,86,5800,27,33,10295
