,MTaylor(with new sparse)
0,-4.297380146987413
1,-4.297380146987412
2,-4.297380146987425
3,-4.2973801469874156
4,-4.297380146987408
5,-4.297380146987413
6,-4.297380146987408
7,-4.2973801469874005
8,-4.297380146987412
9,-4.297380146987405
10,-4.2973801469874156
11,-4.297380146987415
12,-4.297380146987412
13,-4.297380146987418
14,-4.297380146987416
15,-4.297380146987413
16,-4.297380146987415
17,-4.2973801469874156
18,-4.297380146987422
19,-4.297380146987406
20,-4.297380146987418
21,-4.297380146987406
22,-4.297380146987421
23,-4.297380146987412
24,-4.297380146987406
25,-4.297380146987399
26,-4.297380146987405
27,-4.297380146987428
28,-4.297380146987415
29,-4.29738014698741
