,MTaylor(with new sparse)
0,-0.004882199956286026
1,-0.004882199956286026
2,-0.004882199956286026
3,-0.004882199956286026
4,-0.004882199956286026
5,-0.004882199956286026
6,-0.004882199956286026
7,-0.004882199956286026
8,-0.004882199956286026
9,-0.004882199956286026
10,-0.004882199956286026
11,-0.004882199956286026
12,-0.004882199956286026
13,-0.004882199956286026
14,-0.004882199956286026
15,-0.004882199956286026
16,-0.004882199956286026
17,-0.004882199956286026
18,-0.004882199956286026
19,-0.004882199956286026
20,-0.004882199956286026
21,-0.004882199956286026
22,-0.004882199956286026
23,-0.004882199956286026
24,-0.004882199956286026
25,-0.004882199956286026
26,-0.004882199956286026
27,-0.004882199956286026
28,-0.004882199956286026
29,-0.004882199956286026
