,MTaylor(with new sparse)
0,-0.007266656740235522
1,-0.006421970958417456
2,-0.006421970958417456
3,-0.006421970958417456
4,-0.006421970958417456
5,-0.006421970958417456
6,-0.006421970958417456
7,-0.006421970958417456
8,-0.006421970958417456
9,-0.006421970958417456
10,-0.006421970958417456
11,-0.006421970958417456
12,-0.006421970958417456
13,-0.006421970958417456
14,-0.006421970958417456
15,-0.006421970958417456
16,-0.006421970958417456
17,-0.006421970958417456
18,-0.006421970958417456
19,-0.006421970958417456
20,-0.006421970958417456
21,-0.006421970958417456
22,-0.006421970958417456
23,-0.006421970958417456
24,-0.006421970958417456
25,-0.006421970958417456
26,-0.006421970958417456
27,-0.006421970958417456
28,-0.006421970958417456
29,-0.006421970958417456
0,-0.01689408044382601
1,-0.006421970958417456
2,-0.006421970958417456
3,-0.006421970958417456
4,-0.006421970958417456
5,-0.006421970958417456
6,-0.006421970958417456
7,-0.006421970958417456
8,-0.006421970958417456
9,-0.006421970958417456
10,-0.006421970958417456
11,-0.006421970958417456
12,-0.006421970958417456
13,-0.006421970958417456
14,-0.006421970958417456
15,-0.006421970958417456
16,-0.006421970958417456
17,-0.006421970958417456
18,-0.006421970958417456
19,-0.006421970958417456
20,-0.006421970958417456
21,-0.006421970958417456
22,-0.006421970958417456
23,-0.006421970958417456
24,-0.006421970958417456
25,-0.006421970958417456
26,-0.006421970958417456
27,-0.006421970958417456
28,-0.006421970958417456
29,-0.006421970958417456
